Ni,Ti,Al,Ni3Ti
24.0,14.0,2.0,28.050573904679105
25.0,14.0,2.0,29.413015462726193
21.0,15.0,2.0,23.626590768671296
22.0,15.0,2.0,24.987899210156876
23.0,15.0,2.0,26.347935855918646
24.0,15.0,2.0,27.70850394459411
25.0,15.0,2.0,29.0696490048687
21.0,1.0,3.0,4.677402208936185
22.0,1.0,3.0,4.677389806910197
23.0,1.0,3.0,4.677368851843646
24.0,1.0,3.0,4.6773479166437895
25.0,1.0,3.0,4.677327001282387
21.0,2.0,3.0,9.354599461003533
22.0,2.0,3.0,9.354574713656064
23.0,2.0,3.0,9.354549989729142
24.0,2.0,3.0,9.354708610606979
25.0,2.0,3.0,9.35468384675711
21.0,3.0,3.0,14.032039188428822
22.0,3.0,3.0,14.03202773065535
23.0,3.0,3.0,14.032042061405683
24.0,3.0,3.0,14.03200484755006
25.0,3.0,3.0,14.03199342218764
21.0,4.0,3.0,18.708767225216132
22.0,4.0,3.0,18.709154838828447
23.0,4.0,3.0,18.709542087269487
24.0,4.0,3.0,18.709928971055064
25.0,4.0,3.0,18.708442789151785
21.0,5.0,3.0,23.380442261892682
22.0,5.0,3.0,23.38604397306447
23.0,5.0,3.0,23.386111351727926
24.0,5.0,3.0,23.386135586163956
25.0,5.0,3.0,23.386159797753265
21.0,6.0,3.0,26.612934518101344
22.0,6.0,3.0,27.97452059905034
23.0,6.0,3.0,28.042576129013202
24.0,6.0,3.0,28.025743312311107
25.0,6.0,3.0,28.018095942429376
21.0,7.0,3.0,26.28198959158443
22.0,7.0,3.0,27.644126270614244
23.0,7.0,3.0,29.004934925181058
24.0,7.0,3.0,30.366314108665243
25.0,7.0,3.0,31.728263017990304
21.0,8.0,3.0,25.948026092614317
22.0,8.0,3.0,27.310659680276295
23.0,8.0,3.0,28.672016356494538
24.0,8.0,3.0,30.033949006149328
25.0,8.0,3.0,31.396456820389474
21.0,9.0,3.0,25.614651372637848
22.0,9.0,3.0,26.97601740005085
23.0,9.0,3.0,28.337918126659012
24.0,9.0,3.0,29.70034522780956
25.0,9.0,3.0,31.06155231780225
21.0,10.0,3.0,25.276390787283702
22.0,10.0,3.0,26.638239656794045
23.0,10.0,3.0,28.000676282009596
24.0,10.0,3.0,29.36184278944006
25.0,10.0,3.0,30.725396295058843
21.0,11.0,3.0,24.935040745052387
22.0,11.0,3.0,26.297416802420294
23.0,11.0,3.0,27.660386136310773
24.0,11.0,3.0,29.022033904610268
25.0,11.0,3.0,30.38432649904439
21.0,12.0,3.0,24.59063798349679
22.0,12.0,3.0,25.953537983015888
23.0,12.0,3.0,27.31512200940885
24.0,12.0,3.0,28.677300723220174
25.0,12.0,3.0,30.040073293905582
21.0,13.0,3.0,24.241257787361587
22.0,13.0,3.0,25.602761243231836
23.0,13.0,3.0,26.964865773065007
24.0,13.0,3.0,28.32757053902808
25.0,13.0,3.0,29.689009582996057
21.0,14.0,3.0,23.88501057438566
22.0,14.0,3.0,25.24515581096906
23.0,14.0,3.0,26.607779269492116
24.0,14.0,3.0,27.96913956348331
25.0,14.0,3.0,29.331051759470807
21.0,15.0,3.0,23.51812034994123
22.0,15.0,3.0,24.878772662204803
23.0,15.0,3.0,26.240038954593555
24.0,15.0,3.0,27.601866706102363
25.0,15.0,3.0,28.964355879876507
21.0,1.0,4.0,4.677392172368642
22.0,1.0,4.0,4.677237825150126
23.0,1.0,4.0,4.677268648293598
24.0,1.0,4.0,4.677299442592997
25.0,1.0,4.0,4.677321561929268
21.0,2.0,4.0,9.354635859251962
22.0,2.0,4.0,9.35469755851553
23.0,2.0,4.0,9.354591212685046
24.0,2.0,4.0,9.354652875155828
25.0,2.0,4.0,9.35471447985751
21.0,3.0,4.0,13.995210199414004
22.0,3.0,4.0,14.027314022114181
23.0,3.0,4.0,14.031889814935125
24.0,3.0,4.0,14.032008490079445
25.0,3.0,4.0,14.031941606055998
21.0,4.0,4.0,18.544006401607845
22.0,4.0,4.0,18.551903217166156
23.0,4.0,4.0,18.56481249082022
24.0,4.0,4.0,18.58235554283633
25.0,4.0,4.0,18.613627456261415
21.0,5.0,4.0,23.22620809459727
22.0,5.0,4.0,23.19117066227485
23.0,5.0,4.0,23.171063265587346
24.0,5.0,4.0,23.162142442336616
25.0,5.0,4.0,23.164349487541557
21.0,6.0,4.0,26.605059273779517
22.0,6.0,4.0,27.969822671809432
23.0,6.0,4.0,27.98294500772175
24.0,6.0,4.0,27.899060026323735
25.0,6.0,4.0,27.837666100807418
21.0,7.0,4.0,26.267960119372624
22.0,7.0,4.0,27.631320730032055
23.0,7.0,4.0,28.99346712921708
24.0,7.0,4.0,30.358029809053257
25.0,7.0,4.0,31.721324173045083
21.0,8.0,4.0,25.92584268821192
22.0,8.0,4.0,27.289762314369526
23.0,8.0,4.0,28.652367614011652
24.0,8.0,4.0,30.015579149748735
25.0,8.0,4.0,31.379396078416715
21.0,9.0,4.0,25.580662467313704
22.0,9.0,4.0,26.945086098278033
23.0,9.0,4.0,28.30819860155063
24.0,9.0,4.0,29.671922942915263
25.0,9.0,4.0,31.03438591235478
21.0,10.0,4.0,25.230529899370975
22.0,10.0,4.0,26.593527111838917
23.0,10.0,4.0,27.9571426426201
24.0,10.0,4.0,29.321375635565396
25.0,10.0,4.0,30.68429235030577
21.0,11.0,4.0,24.875378474959962
22.0,11.0,4.0,26.236988718226517
23.0,11.0,4.0,27.601052829479222
24.0,11.0,4.0,28.963910212442094
25.0,11.0,4.0,30.327334609337875
21.0,12.0,4.0,24.50953598872154
22.0,12.0,4.0,25.871585903913612
23.0,12.0,4.0,27.234313389497945
24.0,12.0,4.0,28.597617555330952
25.0,12.0,4.0,29.961546276159446
21.0,13.0,4.0,24.131070050516108
22.0,13.0,4.0,25.493655361101936
23.0,13.0,4.0,26.854941071519505
24.0,13.0,4.0,28.21685961132068
25.0,13.0,4.0,29.57941010764885
21.0,14.0,4.0,23.7342998731322
22.0,14.0,4.0,25.095437880334124
23.0,14.0,4.0,26.455326294950915
24.0,14.0,4.0,27.815854961803232
25.0,14.0,4.0,29.175135741098273
21.0,15.0,4.0,23.30773673695473
22.0,15.0,4.0,24.618261730395396
23.0,15.0,4.0,25.71000985717502
24.0,15.0,4.0,26.800708028865795
25.0,15.0,4.0,27.890456946056403
21.0,1.0,5.0,4.609575417593664
22.0,1.0,5.0,4.641476474669848
23.0,1.0,5.0,4.673534893546223
24.0,1.0,5.0,4.677348530854394
25.0,1.0,5.0,4.677227767152761
21.0,2.0,5.0,9.102835370824673
22.0,2.0,5.0,9.133091557580343
23.0,2.0,5.0,9.164613276013151
24.0,2.0,5.0,9.1966844025056
25.0,2.0,5.0,9.228708628040055
21.0,3.0,5.0,13.594213997980228
22.0,3.0,5.0,13.615119488311967
23.0,3.0,5.0,13.642032380205805
24.0,3.0,5.0,13.67339364242681
25.0,3.0,5.0,13.707911062146701
21.0,4.0,5.0,18.159205850833818
22.0,4.0,5.0,18.140287445314733
23.0,4.0,5.0,18.135132546052542
24.0,4.0,5.0,18.141588766622792
25.0,4.0,5.0,18.158172772874586
21.0,5.0,5.0,22.9771640658395
22.0,5.0,5.0,22.86685501220607
23.0,5.0,5.0,22.784824415187625
24.0,5.0,5.0,22.727315465142738
25.0,5.0,5.0,22.688612838773825
21.0,6.0,5.0,26.58757850662945
22.0,6.0,5.0,27.95152831348241
23.0,6.0,5.0,27.870841797029573
24.0,6.0,5.0,27.662155188325656
25.0,6.0,5.0,27.498790444796278
21.0,7.0,5.0,26.238587914381732
22.0,7.0,5.0,27.603018035708892
23.0,7.0,5.0,28.966141999773527
24.0,7.0,5.0,30.331783951828324
25.0,7.0,5.0,31.696229072663744
21.0,8.0,5.0,25.88262004767851
22.0,8.0,5.0,27.245632415626858
23.0,8.0,5.0,28.60923396814895
24.0,8.0,5.0,29.97347279639049
25.0,8.0,5.0,31.33834802298725
21.0,9.0,5.0,25.515956710990338
22.0,9.0,5.0,26.881333459607916
23.0,9.0,5.0,28.24351750878468
24.0,9.0,5.0,29.608238682598014
25.0,9.0,5.0,30.971651878178925
21.0,10.0,5.0,25.140449438202246
22.0,10.0,5.0,26.50245389578484
23.0,10.0,5.0,27.86510973486903
24.0,10.0,5.0,29.228360664437723
25.0,10.0,5.0,30.590419536038038
21.0,11.0,5.0,24.744607968003283
22.0,11.0,5.0,26.10513115268053
23.0,11.0,5.0,27.466360260951312
24.0,11.0,5.0,28.82634901048835
25.0,11.0,5.0,30.186939295960656
21.0,12.0,5.0,23.871401345312826
22.0,12.0,5.0,24.96046404083194
23.0,12.0,5.0,26.0504841072074
24.0,12.0,5.0,27.141363247456983
25.0,12.0,5.0,28.231247268097075
21.0,13.0,5.0,21.1990213782701
22.0,13.0,5.0,22.289187628300063
23.0,13.0,5.0,23.380225876758473
24.0,13.0,5.0,24.470271001110206
25.0,13.0,5.0,25.561227791672852
21.0,14.0,5.0,18.527975981298418
22.0,14.0,5.0,19.618960349731783
23.0,14.0,5.0,20.70914461482098
24.0,14.0,5.0,21.798297562306054
25.0,14.0,5.0,22.888408048880457
21.0,15.0,5.0,15.856856747714607
22.0,15.0,5.0,16.947156290271387
23.0,15.0,5.0,18.03742372207602
24.0,15.0,5.0,19.127431521961302
25.0,15.0,5.0,20.218548976852443
21.0,1.0,6.0,4.128427360282791
22.0,1.0,6.0,4.17546829712541
23.0,1.0,6.0,4.223976914113477
24.0,1.0,6.0,4.2728185689691625
25.0,1.0,6.0,4.321041231122214
21.0,2.0,6.0,8.502545519261316
22.0,2.0,6.0,8.539149358944032
23.0,2.0,6.0,8.58196180204174
24.0,2.0,6.0,8.629823599478174
25.0,2.0,6.0,8.681815432994679
21.0,3.0,6.0,12.924170337515855
22.0,3.0,6.0,12.926037824539325
23.0,3.0,6.0,12.940193544964723
24.0,3.0,6.0,12.96515470281796
25.0,3.0,6.0,12.999721759013022
21.0,4.0,6.0,17.51920611556906
22.0,4.0,6.0,17.44854451502185
23.0,4.0,6.0,17.400717637526636
24.0,4.0,6.0,17.372659545413168
25.0,4.0,6.0,17.36244736857072
21.0,5.0,6.0,22.545134972160984
22.0,5.0,6.0,22.316191359867364
23.0,5.0,6.0,22.13876973893014
24.0,5.0,6.0,22.00140191975624
25.0,5.0,6.0,21.898336880839857
21.0,6.0,6.0,26.533734441652264
22.0,6.0,6.0,27.89849138669785
23.0,6.0,6.0,27.642155715066135
24.0,6.0,6.0,27.212864609196778
25.0,6.0,6.0,26.888611658387784
21.0,7.0,6.0,26.155451962469872
22.0,7.0,6.0,27.51875368350382
23.0,7.0,6.0,28.88266963563988
24.0,7.0,6.0,30.245343242341953
25.0,7.0,6.0,31.60868091136617
21.0,8.0,6.0,25.75863558353496
22.0,8.0,6.0,27.120424849086877
23.0,8.0,6.0,28.482940213894146
24.0,8.0,6.0,29.844166006622707
25.0,8.0,6.0,31.204096193394044
21.0,9.0,6.0,24.211948823569944
22.0,9.0,6.0,25.303062770728424
23.0,9.0,6.0,26.393090865974887
24.0,9.0,6.0,27.482179688381102
25.0,9.0,6.0,28.574103512579864
21.0,10.0,6.0,21.54075028373363
22.0,10.0,6.0,22.630937507185948
23.0,10.0,6.0,23.7220545195446
24.0,10.0,6.0,24.812138036662997
25.0,10.0,6.0,25.901282338329878
21.0,11.0,6.0,18.869598276517554
22.0,11.0,6.0,19.960003224308213
23.0,11.0,6.0,21.05022857329213
24.0,11.0,6.0,22.14134642856458
25.0,11.0,6.0,23.231477204556214
21.0,12.0,6.0,16.19849268940902
22.0,12.0,6.0,17.288758520204368
23.0,12.0,6.0,18.379192612816517
24.0,12.0,6.0,19.469794739429695
25.0,12.0,6.0,20.55902898419969
21.0,13.0,6.0,13.527287435356659
22.0,13.0,6.0,14.617589699458444
23.0,13.0,6.0,15.70787221718691
24.0,13.0,6.0,16.798327360996502
25.0,13.0,6.0,17.88853598701868
21.0,14.0,6.0,10.85604936795057
22.0,14.0,6.0,11.946373687397084
23.0,14.0,6.0,13.036657287129474
24.0,14.0,6.0,14.12694835029561
25.0,14.0,6.0,15.217387118328146
21.0,15.0,6.0,8.18479348678694
22.0,15.0,6.0,9.27512330396697
23.0,15.0,6.0,10.365421699072886
24.0,15.0,6.0,11.455897447770754
25.0,15.0,6.0,12.54616460151391
21.0,1.0,7.0,3.275489394853621
22.0,1.0,7.0,3.32935073461769
23.0,1.0,7.0,3.3894586633701143
24.0,1.0,7.0,3.4544632863165803
25.0,1.0,7.0,3.5239897762555255
21.0,2.0,7.0,7.539415405093212
22.0,2.0,7.0,7.564291025731704
23.0,2.0,7.0,7.600211706125911
24.0,2.0,7.0,7.645839898396692
25.0,2.0,7.0,7.700207886714148
21.0,3.0,7.0,11.903179403883321
22.0,3.0,7.0,11.872529029417114
23.0,3.0,7.0,11.860255055956154
24.0,3.0,7.0,11.864442442362025
25.0,3.0,7.0,11.883348055354801
21.0,4.0,7.0,16.50897427043287
22.0,4.0,7.0,16.37283702521937
23.0,4.0,7.0,16.27093954843409
24.0,4.0,7.0,16.1980627461799
25.0,4.0,7.0,16.150720397080114
21.0,5.0,7.0,21.71732697997925
22.0,5.0,7.0,21.33302605171934
23.0,5.0,7.0,21.039295106828174
24.0,5.0,7.0,20.809148734086133
25.0,5.0,7.0,20.634789729977506
21.0,6.0,7.0,24.55287556720433
22.0,6.0,7.0,25.643984858277168
23.0,6.0,7.0,26.734060981729318
24.0,6.0,7.0,26.174338002563623
25.0,6.0,7.0,25.65732857977072
21.0,7.0,7.0,21.883010503999227
22.0,7.0,7.0,22.973160413343507
23.0,7.0,7.0,24.06232789928329
24.0,7.0,7.0,25.154363759546687
25.0,7.0,7.0,26.243492514227007
21.0,8.0,7.0,19.211273043142555
22.0,8.0,7.0,20.30164987082347
23.0,8.0,7.0,21.391818188831206
24.0,8.0,7.0,22.48293490686247
25.0,8.0,7.0,23.573071898447342
21.0,9.0,7.0,16.540132353538226
22.0,9.0,7.0,17.630530858018524
23.0,9.0,7.0,18.720688562841403
24.0,9.0,7.0,19.81086904476897
25.0,9.0,7.0,20.901962827660604
21.0,10.0,7.0,13.868972127290856
22.0,10.0,7.0,14.959153220421648
23.0,10.0,7.0,16.04954751043686
24.0,10.0,7.0,17.139901382577584
25.0,10.0,7.0,18.230243804384383
21.0,11.0,7.0,11.197644968991316
22.0,11.0,7.0,12.288013212042031
23.0,11.0,7.0,13.378374189148342
24.0,11.0,7.0,14.468727910061876
25.0,11.0,7.0,15.559074384516808
21.0,12.0,7.0,8.5264075855894
22.0,12.0,7.0,9.61675477236503
23.0,12.0,7.0,10.707098932530743
24.0,12.0,7.0,11.797417187457572
25.0,12.0,7.0,12.887753202841456
21.0,13.0,7.0,5.855291568271209
22.0,13.0,7.0,6.94560295229929
23.0,13.0,7.0,8.035899957437795
24.0,13.0,7.0,9.126193977516216
25.0,13.0,7.0,10.216485016533948
21.0,14.0,7.0,3.184127676818054
22.0,14.0,7.0,4.274378073122048
23.0,14.0,7.0,5.364640206480545
24.0,14.0,7.0,6.455089866960321
25.0,14.0,7.0,7.545331497514645
21.0,15.0,7.0,0.5128465284715286
22.0,15.0,7.0,1.6031711978780667
23.0,15.0,7.0,2.693540337798849
24.0,15.0,7.0,3.783927029970947
25.0,15.0,7.0,4.874129619710766
21.0,1.0,8.0,2.025241752265162
22.0,1.0,8.0,2.074064078343679
23.0,1.0,8.0,2.1324808805082345
24.0,1.0,8.0,2.1997006974097033
25.0,1.0,8.0,2.2747530518384185
21.0,2.0,8.0,6.163524928192975
22.0,2.0,8.0,6.1708038977563
23.0,2.0,8.0,6.193117343275977
24.0,2.0,8.0,6.228913687175084
25.0,2.0,8.0,6.27721069416433
21.0,3.0,8.0,10.410923392705486
22.0,3.0,8.0,10.347854840362686
23.0,3.0,8.0,10.309003368942717
24.0,3.0,8.0,10.291418569336523
25.0,3.0,8.0,10.293180492740973
21.0,4.0,8.0,14.890508686065482
22.0,4.0,8.0,14.702738086476899
23.0,4.0,8.0,14.558526608811464
24.0,4.0,8.0,14.45156721341927
25.0,4.0,8.0,14.376063747485688
21.0,5.0,8.0,19.55282328330636
22.0,5.0,8.0,19.41802184842654
23.0,5.0,8.0,19.071586306644463
24.0,5.0,8.0,18.803947179727682
25.0,5.0,8.0,18.597371403112863
21.0,6.0,8.0,16.881748851383392
22.0,6.0,8.0,17.97199482479282
23.0,6.0,8.0,19.062432037779228
24.0,6.0,8.0,20.152477960956634
25.0,6.0,8.0,21.243491149515375
21.0,7.0,8.0,14.210579588277431
22.0,7.0,8.0,15.300803738717791
23.0,7.0,8.0,16.39119180557095
24.0,7.0,8.0,17.481610786265243
25.0,7.0,8.0,18.571800521507317
21.0,8.0,8.0,11.539323805606296
22.0,8.0,8.0,12.629679571618976
23.0,8.0,8.0,13.72006326253954
24.0,8.0,8.0,14.81042354155107
25.0,8.0,8.0,15.90059041710614
21.0,9.0,8.0,8.868045359407704
22.0,9.0,8.0,9.958548332956028
23.0,9.0,8.0,11.04886156151001
24.0,9.0,8.0,12.139180283118199
25.0,9.0,8.0,13.229504490457778
21.0,10.0,8.0,6.19695891246705
22.0,10.0,8.0,7.287201709070937
23.0,10.0,8.0,8.37764970206115
24.0,10.0,8.0,9.46791205228901
25.0,10.0,8.0,10.558163593952822
21.0,11.0,8.0,3.525727647673995
22.0,11.0,8.0,4.616086319894135
23.0,11.0,8.0,5.706447832101605
24.0,11.0,8.0,6.796636788402827
25.0,11.0,8.0,7.887019963872663
21.0,12.0,8.0,0.8545000215753116
22.0,12.0,8.0,1.9448387273853684
23.0,12.0,8.0,3.035113091668724
24.0,12.0,8.0,4.125401551359398
25.0,12.0,8.0,5.21589987978369
21.0,13.0,8.0,0.0
22.0,13.0,8.0,0.0
23.0,13.0,8.0,0.3639510989776632
24.0,13.0,8.0,1.4542790106406351
25.0,13.0,8.0,2.5446594897739083
21.0,14.0,8.0,0.0
22.0,14.0,8.0,0.0
23.0,14.0,8.0,0.0
24.0,14.0,8.0,0.0
25.0,14.0,8.0,0.0
21.0,15.0,8.0,0.0
22.0,15.0,8.0,0.0
23.0,15.0,8.0,0.0
24.0,15.0,8.0,0.0
25.0,15.0,8.0,0.0
21.0,1.0,9.0,0.32782957770345944
22.0,1.0,9.0,0.3701064567125357
23.0,1.0,9.0,0.42458622400825125
24.0,1.0,9.0,0.49024108431531976
25.0,1.0,9.0,0.5661422880174521
21.0,2.0,9.0,4.272145416807283
22.0,2.0,9.0,4.267516296156193
23.0,2.0,9.0,4.28082225154411
24.0,2.0,9.0,4.3100828352568055
25.0,2.0,9.0,4.353930396311067
21.0,3.0,9.0,8.26448057111486
22.0,3.0,9.0,8.190693051131783
23.0,3.0,9.0,8.143143807486299
24.0,3.0,9.0,8.119034425704942
25.0,3.0,9.0,8.115814272786844
21.0,4.0,9.0,12.30418227142695
22.0,4.0,9.0,12.136017274021688
23.0,4.0,9.0,12.006490523249562
24.0,4.0,9.0,11.91088478178457
25.0,4.0,9.0,11.84502998222552
21.0,5.0,9.0,11.881007672183193
22.0,5.0,9.0,12.971316974560784
23.0,5.0,9.0,14.06164033543683
24.0,5.0,9.0,15.151977736157022
25.0,5.0,9.0,15.444550949744714
21.0,6.0,9.0,9.20982905144158
22.0,6.0,9.0,10.300057873208628
23.0,6.0,9.0,11.390478879757472
24.0,6.0,9.0,12.480717854433765
25.0,6.0,9.0,13.57119346723823
21.0,7.0,9.0,6.5385326042088465
22.0,7.0,9.0,7.628860307842237
23.0,7.0,9.0,8.719193537934
24.0,7.0,9.0,9.80954512261195
25.0,7.0,9.0,10.899915037565952
21.0,8.0,9.0,3.8673695980849185
22.0,8.0,9.0,4.957771865751527
23.0,8.0,9.0,6.048000062940584
24.0,8.0,9.0,7.138447625039321
25.0,8.0,9.0,8.228705059298633
21.0,9.0,9.0,1.196155362776025
22.0,9.0,9.0,2.2864552848412467
23.0,9.0,9.0,3.37675589533672
24.0,9.0,9.0,4.467079238625557
25.0,9.0,9.0,5.557436222431282
21.0,10.0,9.0,0.0
22.0,10.0,9.0,0.0
23.0,10.0,9.0,0.7055910669191919
24.0,10.0,9.0,1.7959270601830397
25.0,10.0,9.0,2.8863097889719826
21.0,11.0,9.0,0.0
22.0,11.0,9.0,0.0
23.0,11.0,9.0,0.0
24.0,11.0,9.0,0.0
25.0,11.0,9.0,0.21503826784928173
21.0,12.0,9.0,0.0
22.0,12.0,9.0,0.0
23.0,12.0,9.0,0.0
24.0,12.0,9.0,0.0
25.0,12.0,9.0,0.0
21.0,13.0,9.0,0.0
22.0,13.0,9.0,0.0
23.0,13.0,9.0,0.0
24.0,13.0,9.0,0.0
25.0,13.0,9.0,0.0
21.0,14.0,9.0,0.0
22.0,14.0,9.0,0.0
23.0,14.0,9.0,0.0
24.0,14.0,9.0,0.0
25.0,14.0,9.0,0.0
21.0,15.0,9.0,0.0
22.0,15.0,9.0,0.0
23.0,15.0,9.0,0.0
24.0,15.0,9.0,0.0
25.0,15.0,9.0,0.0
21.0,1.0,10.0,0.0
22.0,1.0,10.0,0.0
23.0,1.0,10.0,0.0
24.0,1.0,10.0,0.0
25.0,1.0,10.0,0.0
21.0,2.0,10.0,1.742678838069648
22.0,2.0,10.0,1.7454150930764658
23.0,2.0,10.0,1.7658427903937524
24.0,2.0,10.0,1.802482736912514
25.0,2.0,10.0,1.8540943181773488
21.0,3.0,10.0,5.278058365820168
22.0,3.0,10.0,5.238082091288795
23.0,3.0,10.0,5.219605848797007
24.0,3.0,10.0,5.220661976076809
25.0,3.0,10.0,5.240032771129894
21.0,4.0,10.0,6.880165656669439
22.0,4.0,10.0,7.970509293364591
23.0,4.0,10.0,8.432303100175302
24.0,4.0,10.0,8.417344975580878
25.0,4.0,10.0,8.418195768416775
21.0,5.0,10.0,4.20900572875956
22.0,5.0,10.0,5.29939651915572
23.0,5.0,10.0,6.389620968427545
24.0,5.0,10.0,7.480074543834027
25.0,5.0,10.0,8.570361868941772
21.0,6.0,10.0,1.5377983887749338
22.0,6.0,10.0,2.6281383343304157
23.0,6.0,10.0,3.7184150550366613
24.0,6.0,10.0,4.808718077621134
25.0,6.0,10.0,5.899064237244545
21.0,7.0,10.0,0.0
22.0,7.0,10.0,0.0
23.0,7.0,10.0,1.047258506868358
24.0,7.0,10.0,2.1376085504342015
25.0,7.0,10.0,3.2279923124170313
21.0,8.0,10.0,0.0
22.0,8.0,10.0,0.0
23.0,8.0,10.0,0.0
24.0,8.0,10.0,0.0
25.0,8.0,10.0,0.5566998444296282
21.0,9.0,10.0,0.0
22.0,9.0,10.0,0.0
23.0,9.0,10.0,0.0
24.0,9.0,10.0,0.0
25.0,9.0,10.0,0.0
21.0,10.0,10.0,0.0
22.0,10.0,10.0,0.0
23.0,10.0,10.0,0.0
24.0,10.0,10.0,0.0
25.0,10.0,10.0,0.0
21.0,11.0,10.0,0.0
22.0,11.0,10.0,0.0
23.0,11.0,10.0,0.0
24.0,11.0,10.0,0.0
25.0,11.0,10.0,0.0
21.0,12.0,10.0,0.0
22.0,12.0,10.0,0.0
23.0,12.0,10.0,0.0
24.0,12.0,10.0,0.0
25.0,12.0,10.0,0.0
21.0,13.0,10.0,0.0
22.0,13.0,10.0,0.0
23.0,13.0,10.0,0.0
24.0,13.0,10.0,0.0
25.0,13.0,10.0,0.0
21.0,14.0,10.0,0.0
22.0,14.0,10.0,0.0
23.0,14.0,10.0,0.0
24.0,14.0,10.0,0.0
25.0,14.0,10.0,0.0
21.0,15.0,10.0,0.0
22.0,15.0,10.0,0.0
23.0,15.0,10.0,0.0
24.0,15.0,10.0,0.0
25.0,15.0,10.0,0.0
